web-scraper-order,web-scraper-start-url,main,main-href,banner-src,title,contact,reviewer_name,reviewer_date,reviewr_text,reviewer_image-src,pages,pages-href
"1591021239-2800","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Denny’s","https://www.yelp.com/biz/dennys-cebu-city?osq=Restaurants","","Denny's","dennys.ph","[{""reviewer_name"":""Cha S.""}]","[{""reviewer_date"":""7/6/2018""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/bezqFVdKXT9TdvFyCjxl6A/168s.jpg","5","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=120"
"1591020934-2400","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","10 Doves Street","https://www.yelp.com/biz/10-doves-street-mandaue-city?osq=Restaurants","","10 Doves Street","+63-32-4181010","[{""reviewer_name"":""Kristen T.""},{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""Hazel L.""},{""reviewer_name"":""ravi b.""},{""reviewer_name"":""Katrina E.""},{""reviewer_name"":""Toyo M.""},{""reviewer_name"":""Myles C.""}]","[{""reviewer_date"":""8/18/2019""},{""reviewer_date"":""9/27/2016""},{""reviewer_date"":""2/27/2019""},{""reviewer_date"":""5/12/2018""},{""reviewer_date"":""11/5/2016""},{""reviewer_date"":""12/24/2015""},{""reviewer_date"":""Updated review""},{""reviewer_date"":""11/8/2015""},{""reviewer_date"":""Previous review""},{""reviewer_date"":""2/3/2017""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/IDw7L_A_kYZvwdyKr1RO4w/168s.jpg","7","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=180"
"1591021598-3389","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Casa Verde","https://www.yelp.com/biz/casa-verde-cebu-city-2?osq=Restaurants","","Casa Verde","casaverdecebu.com","[{""reviewer_name"":""Jay K.""},{""reviewer_name"":""Thunder H.""},{""reviewer_name"":""Joe T.""},{""reviewer_name"":""Joey R.""},{""reviewer_name"":""Ray J.""},{""reviewer_name"":""Dale E.""},{""reviewer_name"":""Sheika G.""},{""reviewer_name"":""Jodie S.""},{""reviewer_name"":""Monz S.""}]","[{""reviewer_date"":""7/24/2016""},{""reviewer_date"":""2/3/2019""},{""reviewer_date"":""5/31/2019""},{""reviewer_date"":""9/17/2015""},{""reviewer_date"":""8/22/2017""},{""reviewer_date"":""8/8/2016""},{""reviewer_date"":""6/11/2016""},{""reviewer_date"":""1/20/2016""},{""reviewer_date"":""6/30/2017""}]","If you're in Cebu and you're HANGRY, do yourself a favor and eat at Casa Verde! It's an American style casual dining restaurant. This branch is the original and was the ancestral home of the owners. The food is very affordable and the servings are HUGE (unless you can eat a 9-inch burger by yourself)! All the food they serve is good for sharing with friends. :)

When my fiancee, brother and I ate here, we were accompanied by a local. So, he ordered for us the best of the best dishes. We had Brians Ribs aka the ""Once you taste me, youll never forget me..."" Ribs. It's hands down their best seller! Baked pork ribs with a sweet, tangy piquet sauce served with rice and a side corn and carrots. The meat was tender and falling off the bones. Of course, the boys wanted burgers and Casa Verde has BIIIG burgers! We ordered ""The Big Bang Burger"" - 9-inch burger topped with onions, tomatoes, lettuce, mayo, American cheese on a sesame-seed bun. Yes, sharing recommended. :) If you think that's big, they have a BIGGER burger called ""The Mighty Ton""! It's a kilo of our USDA tenderloin patty stuffed into their homemade 12-inch bun with 125 grams of bacon, an overload of american cheese, lettuce, tomatoes, sauteed onions and mushrooms. Plus, you have a choice of barbecue, cheese or sour cream fries.

To go with your meat dishes, they also have appetizers and pasta. I skipped all that and went straight to their milkshake! They serve a very special milkshake called the ""Milky Way."" If you look at the photo I uploaded, it is, again, BIG! They claim it's ""The Biggest Milkshake In Town!"" It's basically a chocolate shake with lots of extra chocolate bits added in. Best served with their big bang burger! Note: You have to ask the server if the Milky Way is available because they have limited TALL glasses. I waited for mine. Took about 20 minutes. Worth the wait! 

In the end, we ended up bringing home a few ribs and half of the burger (except for the milkshake! I finished it :P) and had it for breakfast the next day. If you're heading to Cebu, try this place. They have a few branches now but, I enjoyed eating at the original location. Again, you Must Try their all time best-seller the Brian's Rib! :)","","3","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=60"
"1591021239-2799","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Denny’s","https://www.yelp.com/biz/dennys-cebu-city?osq=Restaurants","","Denny's","dennys.ph","[{""reviewer_name"":""Cha S.""}]","[{""reviewer_date"":""7/6/2018""}]","Denny's is located inside Robinson's Galleria next door to TGIF. After entering the garage to park, take a left then head straight. There will be another entrance to the mall that will get you closests to Denny's as you ascend the escalators.

I've been through many Denny's in my lifetime to say that this Denny's decor was more modern than the ones back home we frequent after clubbing. Much cleaner too. 

A quick glance at the menu were short on offerings. So it seems like it was a Denny's on the go kinda thing. Anyway we ordered fish & chips, churro waffles, a chicken fried steak burger, and arroz caldo (rice porridge with chicken). For drinks one of the few restaurants that understood water with lemon. The food arrived and everyone sampled each other's order. Consistant throughout restaurants or any food joints in Cebu I been to, salty. I mean this was way overboard salty. Like the cook relentlessly poured salt on every single micro inch of the food. We did advise the waitress to let the cook know, next time to ease off the salt. I mean they did have the standard salt and pepper shakers that most, if not all, American restaurants have at the table. So one can suppliment if one feels the food needed a boost. Aside from the saltiness, the fish and chips were good and crispy came with a wedge of lemon too. The Churro waffles were sprinkled with cinnamon and brown sugar (and enough salt that you can notice its there) and you are given a tiny portion of chocolate to dip your waffles with. The chicken fried steak burger was a little on the dry side and a portion of the burn was close to being burnt. The arroz caldo was generously topped with chicken, scallions, and fried garlic. 

Staff: All were very helpful and quick when you ask them for something. Very polite. One lady did try to sell us some type of discount membership. At 2,000 pesos (about $40 usd) you get a discount of items ordered at Denny's and TGIF. I do not frequent these restaurants much to warrant buying a discount membership, so we declined the offer. Free wifi both inside Denny's, and the mall also has its own (limited) free wifi. Mall parking is 20 pesos.","","5","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=120"
"1591021823-3705","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Bucket Shrimps","https://www.yelp.com/biz/bucket-shrimps-cebu-city?osq=Restaurants","","Bucket Shrimps","bucketshrimps.com","[{""reviewer_name"":""Val Y.""}]","[{""reviewer_date"":""12/11/2018""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/EohWcYPDFZXqbOX-EC8H0g/348s.jpg","2","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=30"
"1591021758-3615","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Kanyoen Yakiniku Restaurant","https://www.yelp.com/biz/kanyoen-yakiniku-restaurant-cebu-city?osq=Restaurants","","Kanyoen Yakiniku Restaurant","+63-32-2322989","[{""reviewer_name"":""Katrina E.""},{""reviewer_name"":""Angela L.""}]","[{""reviewer_date"":""11/5/2016""},{""reviewer_date"":""2/6/2016""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/qzww_tAkqSTbqz6zgmDtew/168s.jpg","2","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=30"
"1591021350-2977","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Providore","https://www.yelp.com/biz/providore-cebu-city?osq=Restaurants","","Providore","+63-32-2730707","[{""reviewer_name"":""PatrickJ T.""}]","[{""reviewer_date"":""8/4/2019""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/2ls-EijCxIz3vy4DKB23cQ/168s.jpg","5","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=120"
"1591021733-3567","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Dimsum Break SM City Cebu","https://www.yelp.com/biz/dimsum-break-sm-city-cebu-cebu-city?osq=Restaurants","","Dimsum Break SM City Cebu","dimsumbreak.com","[{""reviewer_name"":""Jonel Y.""}]","[{""reviewer_date"":""6/25/2018""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/OHM-KNz81Kswl2HqRqUOwQ/348s.jpg","3","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=60"
"1591021433-3137","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Siosai Tempura","https://www.yelp.com/biz/siosai-tempura-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/vZe_3m7w5HsRA5MlpjuhOw/l.jpg","Siosai Tempura","+63-995-3938943","[{""reviewer_name"":""Toyo M.""}]","[{""reviewer_date"":""5/21/2019""}]","","","4","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=90"
"1591020787-2149","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Blackbeard’s Seafood Island","https://www.yelp.com/biz/blackbeards-seafood-island-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/mL7QupQzlm1Wqseon51J0Q/l.jpg","Blackbeard's Seafood Island","null","[{""reviewer_name"":""Dexter V.""},{""reviewer_name"":""Marc P.""}]","[{""reviewer_date"":""5/7/2016""},{""reviewer_date"":""1/31/2017""}]","","","8","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=210"
"1591021808-3673","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Górliz","https://www.yelp.com/biz/g%C3%B3rliz-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/9ISs4yNZo6fmjj2x_SmAsQ/l.jpg","Górliz","+63-32-5649825","[{""reviewer_name"":""Delores S.""}]","[{""reviewer_date"":""5/7/2019""}]","","","2","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=30"
"1591021829-3715","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Sunburst","https://www.yelp.com/biz/sunburst-cebu-city?osq=Restaurants","","Sunburst","+63-32-2549400","[{""reviewer_name"":""Britt H.""},{""reviewer_name"":""Keith A.""},{""reviewer_name"":""Nina M.""},{""reviewer_name"":""Stewart O.""},{""reviewer_name"":""Joey R.""},{""reviewer_name"":""Michael C.""}]","[{""reviewer_date"":""1/5/2020""},{""reviewer_date"":""5/28/2019""},{""reviewer_date"":""10/28/2018""},{""reviewer_date"":""7/20/2019""},{""reviewer_date"":""9/2/2015""},{""reviewer_date"":""7/8/2015""}]","Sad to say but this place did not produce the signature fried chicken I use to love growing up. The chicken is so small and not crispy at all. The crispy para was a bit on the out side. The amapalya was good. But the service was slow. Had to follow up and or order twice.","","2","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=30"
"1591021401-3068","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","S&R New York Style Pizza","https://www.yelp.com/biz/s-and-r-new-york-style-pizza-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/3bZfXsE-9yE9HqAzufry5w/l.jpg","S&R New York Style Pizza","null","[{""reviewer_name"":""Toyo M.""},{""reviewer_name"":""Ralph V.""}]","[{""reviewer_date"":""5/4/2016""},{""reviewer_date"":""2/21/2020""}]","","","4","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=90"
"1591021441-3163","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Gerry’s Grill","https://www.yelp.com/biz/gerrys-grill-cebu-city?osq=Restaurants","","Gerry's Grill","+63-32-4127094","[{""reviewer_name"":""Val Y.""},{""reviewer_name"":""Erika R.""},{""reviewer_name"":""Paula C.""},{""reviewer_name"":""Michael C.""},{""reviewer_name"":""Dfrancisco G.""},{""reviewer_name"":""Phil O.""}]","[{""reviewer_date"":""12/7/2018""},{""reviewer_date"":""1/15/2016""},{""reviewer_date"":""1/12/2017""},{""reviewer_date"":""6/30/2015""},{""reviewer_date"":""4/2/2016""},{""reviewer_date"":""4/5/2016""}]","Gerry's is a filipino sit down restaurant chain found in major malls.  They serve the most well known of filipino classic dishes.  They provide a good sized serving.  The price is average for a sit down restaurant found in a mall. 

The location in Ayala Mall Cebu was great.  You can sit inside or outside.  Outside, you get a good view of the park in Ayala Mall, it is in the higher floor and at night it is breezy.  Inside, you get the air conditioning.  During Christmas time, they have dancing lights at the park.

We ordered the palabok, bangus sisig and garlic rice.  The palabok was very saucy.  It was a bit salty and did not have that much ground pork on top, it also lacked the chicharon.   However, the size was great and can fill you up. You can sprinkle the calamansi on top of the palabok to cut down on the saltiness.  

The bangus sisig was a bit salty as well, but that's where the rice comes in.  It comes on a sizzling plate, which is a nice sight to behold.  The garlic rice is a great alternative to plain rice.

If you just wanna chill and have a snack, they have bucket beer specials. 
This would go great with their pork sisig, which is apparently one of their bestsellers.","","4","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=90"
"1591021397-3066","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Charcoal Boy","https://www.yelp.com/biz/charcoal-boy-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/qEbGPP8plTqdDtC434jpZQ/o.jpg","Charcoal Boy","null","[{""reviewer_name"":""Julie P.""}]","[{""reviewer_date"":""3/2/2019""}]","","","4","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=90"
"1591021939-3997","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Minnan Chinese Cuisine","https://www.yelp.com/biz/minnan-chinese-cuisine-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/V90oN7Rs8mDH3TN5n6ZW-A/l.jpg","Minnan Chinese Cuisine","+63-32-4181817","[{""reviewer_name"":""Grace G.""},{""reviewer_name"":""Sexy S.""}]","[{""reviewer_date"":""2/5/2018""},{""reviewer_date"":""12/5/2018""}]","","","",""
"1591021150-2701","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Barikata Ramen Bar","https://www.yelp.com/biz/barikata-ramen-bar-cebu-city?osq=Restaurants","","Barikata Ramen Bar","+63-32-2222222","[{""reviewer_name"":""Toyo M.""}]","[{""reviewer_date"":""1/18/2016""}]","This place has been around since last september. I stumbled upon it just from walking around IT Park. I went with the shiro ramen and some gyoza. I hear the broth supposed to be salty but I must say this is the best broth Ive had so far. The portion a little on the small side but then the price is also on par compared to other places for same size portion. gyoza was good and held to the standard but then havent come across gyoza that wowed me.","","6","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=150"
"1591021971-4127","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","The Pig & Palm","https://www.yelp.com/biz/the-pig-and-palm-cebu-city?osq=Restaurants","","The Pig & Palm","thepigandpalm.ph","[{""reviewer_name"":""Keith A.""},{""reviewer_name"":""Tricie C.""},{""reviewer_name"":""Jacob C.""},{""reviewer_name"":""Kevin G.""},{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""Daniel S.""},{""reviewer_name"":""Kristine S.""},{""reviewer_name"":""Carl I.""},{""reviewer_name"":""Toyo M.""},{""reviewer_name"":""Dan P.""},{""reviewer_name"":""Cynthia Q.""},{""reviewer_name"":""Monz S.""}]","[{""reviewer_date"":""11/21/2019""},{""reviewer_date"":""5/18/2019""},{""reviewer_date"":""7/24/2019""},{""reviewer_date"":""12/8/2018""},{""reviewer_date"":""6/15/2017""},{""reviewer_date"":""Updated review""},{""reviewer_date"":""1/18/2017""},{""reviewer_date"":""Previous review""},{""reviewer_date"":""7/24/2019""},{""reviewer_date"":""4/1/2018""},{""reviewer_date"":""1/5/2019""},{""reviewer_date"":""4/22/2017""},{""reviewer_date"":""12/23/2016""},{""reviewer_date"":""5/31/2018""},{""reviewer_date"":""6/30/2017""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/xrTtzu_4i_hShHqwy24AiQ/168s.jpg","",""
"1591020878-2299","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Hwang Gung Korean Restaurant","https://www.yelp.com/biz/hwang-gung-korean-restaurant-cebu-city?osq=Restaurants","","Hwang Gung Korean Restaurant","+63-32-2316947","[{""reviewer_name"":""Kohta H.""}]","[{""reviewer_date"":""5/17/2016""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/R1lezh7Gnvw3oOX-ZAVjCg/348s.jpg","8","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=210"
"1591021524-3290","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Café George","https://www.yelp.com/biz/caf%C3%A9-george-cebu-city?osq=Restaurants","","Café George","cafegeorg.com","[{""reviewer_name"":""Kenneth M.""},{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""Christie B.""},{""reviewer_name"":""Pablo G.""},{""reviewer_name"":""Keisha R.""}]","[{""reviewer_date"":""3/11/2019""},{""reviewer_date"":""10/13/2017""},{""reviewer_date"":""2/8/2018""},{""reviewer_date"":""11/29/2017""},{""reviewer_date"":""2/5/2017""}]","I enjoy veggies and vegan/vegetarian dishes. After an 8 day stay in Cebu, I was overloaded with pork and rice. Thankfully Cafe George met my fix, and exceeded my expectations! The menu has a wide variety, and while there with my group of 12--every person seemed to enjoy what they selected. I ordered an frozen espresso and quinoa burger. One of the beat dinners all week!","","4","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=90"
"1591020883-2307","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","CnT Lechon","https://www.yelp.com/biz/cnt-lechon-cebu-city?osq=Restaurants","","CnT Lechon","+63-32-2544249","[{""reviewer_name"":""Joey R.""},{""reviewer_name"":""Joe T.""},{""reviewer_name"":""Jeelyn D.""},{""reviewer_name"":""Darren A.""},{""reviewer_name"":""Vic I.""}]","[{""reviewer_date"":""9/11/2015""},{""reviewer_date"":""11/26/2019""},{""reviewer_date"":""12/6/2017""},{""reviewer_date"":""2/21/2018""},{""reviewer_date"":""4/24/2018""}]","Avoid this place like the plague. They serve it cold and soggy. The meat was dry and tasteless. I hope I don't get food poisoning later.","","8","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=210"
"1591021801-3669","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Paolito’s","https://www.yelp.com/biz/paolitos-cebu-city-3?osq=Restaurants","","Paolito's","null","[{""reviewer_name"":""Ideru C.""},{""reviewer_name"":""Joseph G.""},{""reviewer_name"":""Iqra A.""}]","[{""reviewer_date"":""12/28/2018""},{""reviewer_date"":""2/12/2019""},{""reviewer_date"":""1/6/2018""}]","Fast service and you'll definitely get the worth of your money. Kinda expensive but the serving is also quite big for one person. Their spicy chicken wings are to die for!!! 

P.S. Do prefer having plain rice than flavored ones because they tend to use more oil as I had observed.","","2","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=30"
"1591021634-3423","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Yakski","https://www.yelp.com/biz/yakski-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/RSX-2yaVl_25Ljrrgzk_BQ/l.jpg","Yakski","null","[{""reviewer_name"":""Amy J.""},{""reviewer_name"":""Toyo M.""},{""reviewer_name"":""Kelsie H.""}]","[{""reviewer_date"":""3/23/2018""},{""reviewer_date"":""3/23/2016""},{""reviewer_date"":""9/1/2016""}]","","","3","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=60"
"1591021121-2656","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Phat Pho","https://www.yelp.com/biz/phat-pho-cebu-city?osq=Restaurants","","Phat Pho","theabacagroup.com","[{""reviewer_name"":""Cha S.""},{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""Paula C.""},{""reviewer_name"":""Chad H.""}]","[{""reviewer_date"":""1/11/2017""},{""reviewer_date"":""3/27/2018""},{""reviewer_date"":""1/23/2017""},{""reviewer_date"":""5/3/2016""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/LywRyu57Njo3hOkGIqhYjg/168s.jpg","6","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=150"
"1591021008-2498","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Hamakaze","https://www.yelp.com/biz/hamakaze-mandaue-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/l9AFOfVYOi4wNJno59dwbg/l.jpg","Hamakaze","+63-32-5054220","[{""reviewer_name"":""Toyo M.""}]","[{""reviewer_date"":""12/11/2015""}]","","","7","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=180"
"1591021382-3039","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Harbour City Dimsum House","https://www.yelp.com/biz/harbour-city-dimsum-house-cebu-city?osq=Restaurants","","Harbour City Dimsum House","harbourcitydimsum.com","[{""reviewer_name"":""PatrickJ T.""},{""reviewer_name"":""Ideru C.""},{""reviewer_name"":""Kimberly T.""},{""reviewer_name"":""Mauie M.""}]","[{""reviewer_date"":""7/25/2019""},{""reviewer_date"":""1/15/2020""},{""reviewer_date"":""10/9/2017""},{""reviewer_date"":""8/2/2018""}]","I was so excited to eat here after being away for so long and I ended up getting disappointed with the service and the food. My brother and I came here to have some steam rice, siomai, lumpia, noodles and shrimp. We waited for about 20 minutes for the server to take our food/drinks orders and another 15-20 mins for our food to come. They were packed with diners for lunch and yet they only have a handful of servers which made the service quite slow. We planned to go in and out and yet we spent about 3 hours in the place just waiting. Waiting for the server to get our orders, waiting for our food and drinks, waiting for our bill and waiting for my credit card to get returned. I'm not a fan of this place.","","5","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=120"
"1591020770-2124","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Sans Rival","https://www.yelp.com/biz/sans-rival-cebu-city?osq=Restaurants","","Sans Rival","+63-32-2314977","[{""reviewer_name"":""PatrickJ T.""},{""reviewer_name"":""Toyo M.""}]","[{""reviewer_date"":""7/30/2019""},{""reviewer_date"":""12/28/2016""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/KHAfbYGwe-exlf0zsewlpA/168s.jpg","9","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=240"
"1591021311-2902","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Ulli’s","https://www.yelp.com/biz/ullis-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/eqBhDZcCCqBfFzrLR6CjWg/l.jpg","Ulli's","+63-932-2602486","[{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""Brian J.""},{""reviewer_name"":""Jini O.""},{""reviewer_name"":""Jo Anne G.""},{""reviewer_name"":""Katrina E.""},{""reviewer_name"":""Lisa K.""}]","[{""reviewer_date"":""8/26/2016""},{""reviewer_date"":""7/9/2015""},{""reviewer_date"":""11/29/2016""},{""reviewer_date"":""7/17/2015""},{""reviewer_date"":""11/5/2016""},{""reviewer_date"":""2/24/2017""}]","","","5","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=120"
"1591021652-3474","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Anzani","https://www.yelp.com/biz/anzani-lahug?osq=Restaurants","","Anzani","anzani.com.ph","[{""reviewer_name"":""Bobby L.""},{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""Katherine O.""},{""reviewer_name"":""Kelsie H.""},{""reviewer_name"":""Scott G.""},{""reviewer_name"":""Cathy M.""},{""reviewer_name"":""Kartik K.""},{""reviewer_name"":""Michael W.""}]","[{""reviewer_date"":""1/16/2019""},{""reviewer_date"":""8/7/2016""},{""reviewer_date"":""5/14/2018""},{""reviewer_date"":""9/1/2016""},{""reviewer_date"":""4/15/2019""},{""reviewer_date"":""4/12/2017""},{""reviewer_date"":""7/1/2016""},{""reviewer_date"":""4/3/2018""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/x1cJj3EDfBEGALMtCE4Zwg/348s.jpg","3","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=60"
"1591021081-2592","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","La Bella","https://www.yelp.com/biz/la-bella-cebu-city?osq=Restaurants","","La Bella","+63-32-4120200","[{""reviewer_name"":""Mike M.""},{""reviewer_name"":""Sheena Y.""}]","[{""reviewer_date"":""8/21/2017""},{""reviewer_date"":""5/9/2018""}]","Read about La Bella Napoli in a blog comparing it to other excellent pizza places in Cebu, and went to compare it myself to Michaelangelos, which I love.  Found the pizza (I chose the Capricciosa) to be very good, perhaps not quite as good as Michaelangelos, but the smiles given out from start to finish by the waitress made the experience equally if not more rewarding. Pleasant indoor-outdoor venue near other restaurants and not far from Ayala Center. Highly recommend.","","6","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=150"
"1591020869-2281","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Washoku J","https://www.yelp.com/biz/washoku-j-banilad?osq=Restaurants","","Washoku J","+63-917-7736026","[{""reviewer_name"":""Cynthia Q.""},{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""john b.""},{""reviewer_name"":""Toyo M.""}]","[{""reviewer_date"":""5/31/2018""},{""reviewer_date"":""3/30/2018""},{""reviewer_date"":""5/29/2018""},{""reviewer_date"":""11/27/2015""}]","Big words authentic japanese, i tried out the ramen. I gotta admit it tastes pretty good and the broth does tasre good. i will definitely be back to try other dishes.","","8","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=210"
